"uuid","current","power","rtc"
"d500000c-01","10.576","135.63","1499633280"
"d500000c-01","10.615","136.43","1499633460"
"d500000c-01","10.572","135.55","1499633640"
"d500000c-01","10.612","136.37","1499633820"
"d500000c-01","10.584","135.8","1499634000"
"d500000c-01","10.619","136.52","1499634180"
"d500000c-01","10.58","135.71","1499634360"
"d500000c-01","10.549","135.07","1499634540"
"d500000c-01","10.537","134.83","1499634720"
"d500000c-01","10.612","136.37","1499634900"
"d500000c-01","10.568","135.47","1499635080"
"d500000c-01","10.545","134.99","1499635260"
"d500000c-01","10.541","134.91","1499635440"
"d500000c-01","10.576","135.63","1499635620"
"d500000c-01","10.576","135.63","1499635800"
"d500000c-01","10.584","135.8","1499635980"
"d500000c-01","10.529","134.66","1499636160"
"d500000c-01","10.561","135.32","1499636340"
"d500000c-01","10.584","135.8","1499636520"
"d500000c-01","10.568","135.47","1499636700"
"d500000c-01","10.588","135.88","1499636880"
"d500000c-01","10.58","135.71","1499637060"
"d500000c-01","10.576","135.63","1499637240"
"d500000c-01","10.549","135.07","1499637420"
"d500000c-01","10.553","135.16","1499637600"
"d500000c-01","10.588","135.88","1499637780"
"d500000c-01","10.596","136.04","1499637960"
"d500000c-01","10.592","135.96","1499638140"
"d500000c-01","10.608","136.29","1499638320"
"d500000c-01","10.612","136.37","1499638500"
"d500000c-01","10.572","135.55","1499638680"
"d500000c-01","10.615","136.43","1499638860"
"d500000c-01","10.561","135.32","1499639040"
"d500000c-01","10.564","135.38","1499639220"
"d500000c-01","10.631","136.76","1499639400"
"d500000c-01","10.627","136.68","1499639580"
"d500000c-01","10.627","136.68","1499639760"
"d500000c-01","10.596","136.04","1499639940"
"d500000c-01","10.588","135.88","1499640120"
"d500000c-01","10.596","136.04","1499640300"
"d500000c-01","10.674","137.65","1499640480"
"d500000c-01","10.58","135.71","1499640660"
"d500000c-01","10.655","137.26","1499640840"
"d500000c-01","10.623","136.6","1499641020"
"d500000c-01","10.627","136.68","1499641200"
"d500000c-01","10.6","136.13","1499641380"
"d500000c-01","10.647","137.09","1499641560"
"d500000c-01","10.643","137.01","1499641740"
"d500000c-01","10.647","137.09","1499641920"
"d500000c-01","10.67","137.57","1499642100"
"d500000c-01","10.678","137.73","1499642280"
"d500000c-01","10.627","136.68","1499642460"
"d500000c-01","10.678","137.73","1499642640"
"d500000c-01","10.694","138.06","1499642820"
"d500000c-01","10.71","138.39","1499643000"
"d500000c-01","10.662","137.4","1499643180"
"d500000c-01","10.69","137.98","1499643360"
"d500000c-01","10.678","137.73","1499643540"
"d500000c-01","10.643","137.01","1499643720"
"d500000c-01","10.635","136.85","1499643900"
"d500000c-01","10.694","138.06","1499644080"
"d500000c-01","10.678","137.73","1499644260"
"d500000c-01","10.725","138.7","1499644440"
"d500000c-01","10.729","138.79","1499644620"
"d500000c-01","10.698","138.15","1499644800"
"d500000c-01","10.717","138.54","1499644980"
"d500000c-01","10.729","138.79","1499645160"
"d500000c-01","10.706","138.31","1499645340"
"d500000c-01","10.721","138.62","1499645520"
"d500000c-01","10.713","138.46","1499645700"
"d500000c-01","10.678","137.73","1499645880"
"d500000c-01","10.686","137.9","1499646060"
"d500000c-01","10.67","137.57","1499646240"
"d500000c-01","10.67","137.57","1499646420"
"d500000c-01","10.721","138.62","1499646600"
"d500000c-01","10.706","138.31","1499646780"
"d500000c-01","10.776","139.76","1499646960"
"d500000c-01","10.741","139.03","1499647140"
"d500000c-01","10.76","139.43","1499647320"
"d500000c-01","10.753","139.28","1499647500"
"d500000c-01","10.745","139.12","1499647680"
"d500000c-01","10.811","140.48","1499647860"
"d500000c-01","10.788","140","1499648040"
"d500000c-01","10.768","139.59","1499648220"
"d500000c-01","10.776","139.76","1499648400"
"d500000c-01","10.827","140.81","1499648580"
"d500000c-01","10.788","140","1499648760"
"d500000c-01","10.796","140.17","1499648940"
"d500000c-01","10.827","140.81","1499649120"
"d500000c-01","10.815","140.56","1499649300"
"d500000c-01","10.843","141.14","1499649480"
"d500000c-01","10.8","140.25","1499649660"
"d500000c-01","10.792","140.09","1499649840"
"d500000c-01","10.78","139.84","1499650020"
"d500000c-01","10.851","141.3","1499650200"
"d500000c-01","10.835","140.97","1499650380"
"d500000c-01","10.706","138.31","1499650560"
"d500000c-01","10.768","139.59","1499650740"
"d500000c-01","10.749","139.2","1499650920"
"d500000c-01","10.776","139.76","1499651100"
"d500000c-01","10.757","139.36","1499651280"
"d500000c-01","10.8","140.25","1499651460"
"d500000c-01","10.776","139.76","1499651640"
"d500000c-01","10.733","138.87","1499651820"
"d500000c-01","8.506","92.94","1499652000"
"d500000c-01","8.596","94.79","1499652180"
"d500000c-01","8.584","94.55","1499652360"
"d500000c-01","8.549","93.82","1499652540"
"d500000c-01","8.557","93.99","1499652720"
"d500000c-01","8.596","94.79","1499652900"
"d500000c-01","8.549","93.82","1499653080"
"d500000c-01","8.525","93.33","1499653260"
"d500000c-01","8.541","93.66","1499653440"
"d500000c-01","8.557","93.99","1499653620"
"d500000c-01","8.564","94.13","1499653800"
"d500000c-01","8.517","93.16","1499653980"
"d500000c-01","8.561","94.07","1499654160"
"d500000c-01","8.564","94.13","1499654340"
"d500000c-01","8.529","93.41","1499654520"
"d500000c-01","8.463","92.05","1499654700"
"d500000c-01","8.517","93.16","1499654880"
"d500000c-01","8.474","92.28","1499655060"
"d500000c-01","8.459","91.97","1499655240"
"d500000c-01","8.482","92.44","1499655420"
"d500000c-01","8.447","91.72","1499655600"
"d500000c-01","8.486","92.52","1499655780"
"d500000c-01","8.412","91","1499655960"
"d500000c-01","8.447","91.72","1499656140"
"d500000c-01","8.431","91.39","1499656320"
"d500000c-01","8.466","92.11","1499656500"
"d500000c-01","8.447","91.72","1499656680"
"d500000c-01","8.427","91.31","1499656860"
"d500000c-01","8.47","92.19","1499657040"
"d500000c-01","8.478","92.36","1499657220"
"d500000c-01","8.466","92.11","1499657400"
"d500000c-01","8.459","91.97","1499657580"
"d500000c-01","8.427","91.31","1499657760"
"d500000c-01","8.451","91.8","1499657940"
"d500000c-01","8.447","91.72","1499658300"
"d500000c-01","8.416","91.08","1499658480"
"d500000c-01","8.408","90.92","1499658660"
"d500000c-01","8.419","91.14","1499658840"
"d500000c-01","8.455","91.88","1499659020"
"d500000c-01","8.435","91.47","1499659200"
"d500000c-01","8.431","91.39","1499659380"
"d500000c-01","8.388","90.5","1499659560"
"d500000c-01","8.408","90.92","1499659740"
"d500000c-01","8.431","91.39","1499659920"
"d500000c-01","8.451","91.8","1499660100"
"d500000c-01","8.419","91.14","1499660280"
"d500000c-01","8.388","90.5","1499660460"
"d500000c-01","8.435","91.47","1499660640"
"d500000c-01","8.376","90.26","1499660820"
"d500000c-01","8.361","89.95","1499661000"
"d500000c-01","8.349","89.7","1499661180"
"d500000c-01","8.408","90.92","1499661360"
"d500000c-01","8.357","89.86","1499661540"
"d500000c-01","8.333","89.37","1499661720"
"d500000c-01","8.357","89.86","1499661900"
"d500000c-01","8.408","90.92","1499662080"
"d500000c-01","8.357","89.86","1499662260"
"d500000c-01","8.325","89.2","1499662440"
"d500000c-01","8.372","90.17","1499662620"
"d500000c-01","8.349","89.7","1499662800"
"d500000c-01","8.321","89.12","1499662980"
"d500000c-01","8.392","90.59","1499663160"
"d500000c-01","8.325","89.2","1499663340"
"d500000c-01","8.341","89.53","1499663520"
"d500000c-01","8.341","89.53","1499663700"
"d500000c-01","8.321","89.12","1499663880"
"d500000c-01","8.376","90.26","1499664060"
"d500000c-01","8.337","89.45","1499664240"
"d500000c-01","8.384","90.42","1499664420"
"d500000c-01","8.38","90.34","1499664600"
"d500000c-01","8.392","90.59","1499664780"
"d500000c-01","8.419","91.14","1499664960"
"d500000c-01","8.349","89.7","1499665140"
"d500000c-01","8.376","90.26","1499665320"
"d500000c-01","8.384","90.42","1499665500"
"d500000c-01","8.404","90.83","1499665680"
"d500000c-01","8.349","89.7","1499665860"
"d500000c-01","8.384","90.42","1499666040"
"d500000c-01","8.388","90.5","1499666220"
"d500000c-01","8.341","89.53","1499666580"
"d500000c-01","8.286","88.4","1499666760"
"d500000c-01","8.325","89.2","1499666940"
"d500000c-01","8.325","89.2","1499667120"
"d500000c-01","8.361","89.95","1499667300"
"d500000c-01","8.372","90.17","1499667480"
"d500000c-01","8.392","90.59","1499667660"
"d500000c-01","8.329","89.29","1499667840"
"d500000c-01","8.388","90.5","1499668020"
"d500000c-01","8.365","90.03","1499668200"
"d500000c-01","8.365","90.03","1499668380"
"d500000c-01","8.31","88.89","1499668560"
"d500000c-01","8.318","89.06","1499668740"
"d500000c-01","8.306","88.81","1499668920"
"d500000c-01","8.357","89.86","1499669100"
"d500000c-01","8.31","88.89","1499669280"
"d500000c-01","8.329","89.29","1499669460"
"d500000c-01","8.38","90.34","1499669640"
"d500000c-01","8.333","89.37","1499669820"
"d500000c-01","8.329","89.29","1499670000"
"d500000c-01","8.325","89.2","1499670180"
"d500000c-01","8.321","89.12","1499670360"
"d500000c-01","8.318","89.06","1499670540"
"d500000c-01","8.321","89.12","1499670720"
"d500000c-01","8.314","88.98","1499670900"
"d500000c-01","8.286","88.4","1499671080"
"d500000c-01","8.302","88.73","1499671260"
"d500000c-01","8.333","89.37","1499671440"
"d500000c-01","8.29","88.48","1499671620"
"d500000c-01","8.278","88.23","1499671800"
"d500000c-01","8.239","87.43","1499671980"
"d500000c-01","8.286","88.4","1499672160"
"d500000c-01","8.298","88.65","1499672340"
"d500000c-01","8.267","88.01","1499672520"
"d500000c-01","8.294","88.56","1499672700"
"d500000c-01","8.251","87.68","1499672880"
"d500000c-01","8.325","89.2","1499673060"
"d500000c-01","8.274","88.15","1499673240"
"d500000c-01","8.27","88.07","1499673420"
"d500000c-01","8.329","89.29","1499673600"
"d500000c-01","8.278","88.23","1499673780"
"d500000c-01","8.294","88.56","1499673960"
"d500000c-01","4.063","0","1499674140"
"d500000c-01","4.035","0","1499674320"
"d500000c-01","4.059","0","1499674500"
"d500000c-01","4.094","0","1499674680"
"d500000c-01","4.047","0","1499674860"
"d500000c-01","4.047","0","1499675040"
"d500000c-01","4.071","0","1499675220"
"d500000c-01","4.031","0","1499675400"
"d500000c-01","4.078","0","1499675580"
"d500000c-01","4.055","0","1499675760"
"d500000c-01","4.114","0","1499675940"
"d500000c-01","4.067","0","1499676120"
"d500000c-01","4.074","0","1499676300"
"d500000c-01","4.074","0","1499676480"
"d500000c-01","8.184","86.3","1499676660"
"d500000c-01","8.286","88.4","1499676840"
"d500000c-01","8.306","88.81","1499677020"
"d500000c-01","8.282","88.32","1499677200"
"d500000c-01","8.251","87.68","1499677380"
"d500000c-01","8.286","88.4","1499677560"
"d500000c-01","8.278","88.23","1499677740"
"d500000c-01","8.263","87.92","1499677920"
"d500000c-01","8.22","87.04","1499678100"
"d500000c-01","8.235","87.35","1499678280"
"d500000c-01","8.27","88.07","1499678460"
"d500000c-01","8.216","86.96","1499678640"
"d500000c-01","8.243","87.51","1499678820"
"d500000c-01","8.251","87.68","1499679000"
"d500000c-01","8.235","87.35","1499679180"
"d500000c-01","8.255","87.76","1499679360"
"d500000c-01","8.165","85.9","1499679540"
"d500000c-01","8.153","85.66","1499679720"
"d500000c-01","8.204","86.71","1499679900"
"d500000c-01","8.227","87.18","1499680080"
"d500000c-01","8.208","86.79","1499680260"
"d500000c-01","8.157","85.74","1499680440"
"d500000c-01","8.227","87.18","1499680620"
"d500000c-01","8.161","85.82","1499680800"
"d500000c-01","8.161","85.82","1499680980"
"d500000c-01","8.196","86.54","1499681160"
"d500000c-01","8.223","87.1","1499681340"
"d500000c-01","8.212","86.87","1499681520"
"d500000c-01","8.247","87.59","1499681700"
"d500000c-01","8.196","86.54","1499681880"
"d500000c-01","8.184","86.3","1499682060"
"d500000c-01","8.184","86.3","1499682240"
"d500000c-01","8.204","86.71","1499682420"
"d500000c-01","8.2","86.63","1499682600"
"d500000c-01","8.212","86.87","1499682780"
"d500000c-01","8.188","86.38","1499682960"
"d500000c-01","8.184","86.3","1499683140"
"d500000c-01","8.196","86.54","1499683320"
"d500000c-01","8.2","86.63","1499683500"
"d500000c-01","8.188","86.38","1499683680"
"d500000c-01","8.161","85.82","1499683860"
"d500000c-01","8.141","85.41","1499684040"
"d500000c-01","8.141","85.41","1499684220"
"d500000c-01","8.169","85.99","1499684400"
"d500000c-01","8.184","86.3","1499684580"
"d500000c-01","8.176","86.13","1499684760"
"d500000c-01","8.204","86.71","1499684940"
"d500000c-01","8.18","86.21","1499685120"
"d500000c-01","8.176","86.13","1499685300"
"d500000c-01","8.145","85.49","1499685480"
"d500000c-01","8.145","85.49","1499685660"
"d500000c-01","8.243","87.51","1499685840"
"d500000c-01","8.153","85.66","1499686020"
"d500000c-01","8.145","85.49","1499686200"
"d500000c-01","8.153","85.66","1499686380"
"d500000c-01","8.165","85.9","1499686560"
"d500000c-01","8.2","86.63","1499686740"
"d500000c-01","8.169","85.99","1499686920"
"d500000c-01","8.157","85.74","1499687100"
"d500000c-01","8.137","85.33","1499687280"
"d500000c-01","8.125","85.08","1499687460"
"d500000c-01","8.118","84.93","1499687640"
"d500000c-01","8.129","85.16","1499687820"
"d500000c-01","8.145","85.49","1499688000"
"d500000c-01","8.18","86.21","1499688180"
"d500000c-01","8.125","85.08","1499688360"
"d500000c-01","8.063","83.8","1499688540"
"d500000c-01","8.153","85.66","1499688720"
"d500000c-01","8.137","85.33","1499688900"
"d500000c-01","8.078","84.11","1499689080"
"d500000c-01","8.204","86.71","1499689260"
"d500000c-01","8.094","84.44","1499689440"
"d500000c-01","8.102","84.6","1499689620"
"d500000c-01","8.102","84.6","1499689800"
"d500000c-01","8.125","85.08","1499689980"
"d500000c-01","8.157","85.74","1499690160"
"d500000c-01","8.129","85.16","1499690340"
"d500000c-01","8.129","85.16","1499690520"
"d500000c-01","8.118","84.93","1499690700"
"d500000c-01","8.157","85.74","1499690880"
"d500000c-01","8.239","87.43","1499691060"
"d500000c-01","8.137","85.33","1499691240"
"d500000c-01","8.176","86.13","1499691420"
"d500000c-01","8.153","85.66","1499691600"
"d500000c-01","8.153","85.66","1499691780"
"d500000c-01","8.188","86.38","1499691960"
"d500000c-01","8.133","85.24","1499692140"
"d500000c-01","8.165","85.9","1499692320"
"d500000c-01","8.161","85.82","1499692500"
"d500000c-01","8.149","85.57","1499692680"
"d500000c-01","8.169","85.99","1499692860"
"d500000c-01","8.165","85.9","1499693040"
"d500000c-01","8.2","86.63","1499693220"
"d500000c-01","8.149","85.57","1499693400"
"d500000c-01","8.2","86.63","1499693580"
"d500000c-01","8.172","86.05","1499693760"
"d500000c-01","8.2","86.63","1499693940"
"d500000c-01","8.196","86.54","1499694120"
"d500000c-01","8.188","86.38","1499694300"
"d500000c-01","8.212","86.87","1499694480"
"d500000c-01","8.196","86.54","1499694660"
"d500000c-01","8.216","86.96","1499694840"
"d500000c-01","8.188","86.38","1499695020"
"d500000c-01","8.2","86.63","1499695200"
"d500000c-01","8.184","86.3","1499695380"
"d500000c-01","8.251","87.68","1499695560"
"d500000c-01","8.204","86.71","1499695740"
"d500000c-01","8.204","86.71","1499695920"
"d500000c-01","8.22","87.04","1499696100"
"d500000c-01","8.204","86.71","1499696280"
"d500000c-01","8.223","87.1","1499696460"
"d500000c-01","8.255","87.76","1499696640"
"d500000c-01","8.22","87.04","1499696820"
"d500000c-01","8.243","87.51","1499697000"
"d500000c-01","8.247","87.59","1499697180"
"d500000c-01","8.204","86.71","1499697360"
"d500000c-01","8.243","87.51","1499697540"
"d500000c-01","8.321","89.12","1499697720"
"d500000c-01","8.235","87.35","1499697900"
"d500000c-01","8.239","87.43","1499698080"
"d500000c-01","8.267","88.01","1499698260"
"d500000c-01","8.235","87.35","1499698440"
"d500000c-01","8.263","87.92","1499698620"
"d500000c-01","8.263","87.92","1499698800"
"d500000c-01","8.298","88.65","1499698980"
"d500000c-01","8.255","87.76","1499699160"
"d500000c-01","8.345","89.62","1499699340"
"d500000c-01","8.259","87.84","1499699520"
"d500000c-01","8.282","88.32","1499699700"
"d500000c-01","8.274","88.15","1499699880"
"d500000c-01","8.267","88.01","1499700060"
"d500000c-01","8.263","87.92","1499700240"
"d500000c-01","8.314","88.98","1499700420"
"d500000c-01","8.286","88.4","1499700600"
"d500000c-01","8.247","87.59","1499700780"
"d500000c-01","8.298","88.65","1499700960"
"d500000c-01","8.259","87.84","1499701140"
"d500000c-01","8.282","88.32","1499701320"
"d500000c-01","8.314","88.98","1499701500"
"d500000c-01","8.282","88.32","1499701680"
"d500000c-01","8.298","88.65","1499701860"
"d500000c-01","8.29","88.48","1499702040"
"d500000c-01","8.263","87.92","1499702220"
"d500000c-01","8.29","88.48","1499702400"
"d500000c-01","8.306","88.81","1499702580"
"d500000c-01","8.274","88.15","1499702760"
"d500000c-01","8.267","88.01","1499702940"
"d500000c-01","8.29","88.48","1499703120"
"d500000c-01","8.325","89.2","1499703300"
"d500000c-01","8.302","88.73","1499703480"
"d500000c-01","8.267","88.01","1499703660"
"d500000c-01","8.306","88.81","1499703840"
"d500000c-01","8.286","88.4","1499704020"
"d500000c-01","8.27","88.07","1499704200"
"d500000c-01","8.333","89.37","1499704380"
"d500000c-01","8.298","88.65","1499704560"
"d500000c-01","8.278","88.23","1499704740"
"d500000c-01","8.329","89.29","1499704920"
"d500000c-01","8.298","88.65","1499705100"
"d500000c-01","8.314","88.98","1499705280"
"d500000c-01","8.318","89.06","1499705460"
"d500000c-01","8.357","89.86","1499705640"
"d500000c-01","8.302","88.73","1499705820"
"d500000c-01","8.282","88.32","1499706000"
"d500000c-01","8.294","88.56","1499706180"
"d500000c-01","8.314","88.98","1499706360"
"d500000c-01","8.302","88.73","1499706540"
"d500000c-01","8.314","88.98","1499706720"
"d500000c-01","8.286","88.4","1499706900"
"d500000c-01","8.325","89.2","1499707080"
"d500000c-01","8.267","88.01","1499707260"
"d500000c-01","8.286","88.4","1499707440"
"d500000c-01","8.325","89.2","1499707620"
"d500000c-01","8.255","87.76","1499707800"
"d500000c-01","8.345","89.62","1499707980"
"d500000c-01","8.302","88.73","1499708160"
"d500000c-01","8.286","88.4","1499708340"
"d500000c-01","8.321","89.12","1499708520"
"d500000c-01","8.302","88.73","1499708700"
"d500000c-01","8.349","89.7","1499708880"
"d500000c-01","8.318","89.06","1499709060"
"d500000c-01","8.341","89.53","1499709240"
"d500000c-01","8.302","88.73","1499709420"
"d500000c-01","8.306","88.81","1499709600"
"d500000c-01","8.294","88.56","1499709780"
"d500000c-01","8.306","88.81","1499709960"
"d500000c-01","8.333","89.37","1499710140"
"d500000c-01","8.325","89.2","1499710320"
"d500000c-01","8.314","88.98","1499710500"
"d500000c-01","8.345","89.62","1499710680"
"d500000c-01","8.325","89.2","1499710860"
"d500000c-01","8.318","89.06","1499711040"
"d500000c-01","8.329","89.29","1499711400"
"d500000c-01","8.325","89.2","1499711580"
"d500000c-01","8.298","88.65","1499711760"
"d500000c-01","8.31","88.89","1499711940"
"d500000c-01","8.278","88.23","1499712120"
"d500000c-01","8.325","89.2","1499712300"
"d500000c-01","8.294","88.56","1499712480"
"d500000c-01","8.286","88.4","1499712660"
"d500000c-01","8.353","89.78","1499712840"
"d500000c-01","8.329","89.29","1499713020"
"d500000c-01","8.341","89.53","1499713200"
"d500000c-01","8.361","89.95","1499713380"
"d500000c-01","8.345","89.62","1499713560"
"d500000c-01","8.353","89.78","1499713740"
"d500000c-01","8.337","89.45","1499713920"
"d500000c-01","8.306","88.81","1499714100"
"d500000c-01","8.321","89.12","1499714280"
"d500000c-01","8.31","88.89","1499714460"
"d500000c-01","8.302","88.73","1499714640"
"d500000c-01","8.341","89.53","1499714820"
"d500000c-01","8.376","90.26","1499715000"
"d500000c-01","8.31","88.89","1499715180"
"d500000c-01","8.345","89.62","1499715360"
"d500000c-01","8.321","89.12","1499715540"
"d500000c-01","8.345","89.62","1499715720"
"d500000c-01","8.365","90.03","1499715900"
"d500000c-01","8.325","89.2","1499716080"
"d500000c-01","8.345","89.62","1499716260"
"d500000c-01","8.337","89.45","1499716440"
"d500000c-01","8.286","88.4","1499716620"
"d500000c-01","8.318","89.06","1499716800"
"d500000c-01","8.318","89.06","1499716980"
"d500000c-01","8.341","89.53","1499717160"
"d500000c-01","8.345","89.62","1499717340"
"d500000c-01","8.298","88.65","1499717520"
"d500000c-01","8.302","88.73","1499717700"
"d500000c-01","8.321","89.12","1499717880"
"d500000c-01","8.353","89.78","1499718060"
"d500000c-01","8.29","88.48","1499718240"
"d500000c-01","8.325","89.2","1499718420"
"d500000c-01","8.321","89.12","1499718600"
"d500000c-01","8.318","89.06","1499718780"
"d500000c-01","8.282","88.32","1499718960"
"d500000c-01","8.302","88.73","1499719140"
"d500000c-01","8.298","88.65","1499719320"
"d500000c-01","8.31","88.89","1499719500"
"d500000c-01","8.341","89.53","1499719680"
"d500000c-01","8.294","88.56","1499719860"
"d500000c-01","8.286","88.4","1499720040"
"d500000c-01","8.321","89.12","1499720220"
"d500000c-01","8.298","88.65","1499720400"
"d500000c-01","8.298","88.65","1499720580"
"d500000c-01","8.329","89.29","1499720760"
"d500000c-01","8.333","89.37","1499720940"
"d500000c-01","8.294","88.56","1499721120"
"d500000c-01","8.314","88.98","1499721300"
"d500000c-01","8.333","89.37","1499721480"
"d500000c-01","8.321","89.12","1499721660"
"d500000c-01","8.306","88.81","1499721840"
"d500000c-01","8.318","89.06","1499722020"
"d500000c-01","8.368","90.09","1499722200"
"d500000c-01","8.353","89.78","1499722380"
"d500000c-01","8.349","89.7","1499722560"
"d500000c-01","8.333","89.37","1499722740"
"d500000c-01","8.329","89.29","1499722920"
"d500000c-01","8.361","89.95","1499723100"
"d500000c-01","8.294","88.56","1499723280"
"d500000c-01","8.341","89.53","1499723460"
"d500000c-01","8.345","89.62","1499723640"
"d500000c-01","8.341","89.53","1499723820"
"d500000c-01","8.333","89.37","1499724000"
"d500000c-01","8.423","91.22","1499724180"
"d500000c-01","8.337","89.45","1499724360"
"d500000c-01","8.345","89.62","1499724540"
"d500000c-01","8.396","90.67","1499724720"
"d500000c-01","8.345","89.62","1499724900"
"d500000c-01","8.357","89.86","1499725080"
"d500000c-01","8.341","89.53","1499725260"
"d500000c-01","8.404","90.83","1499725440"
"d500000c-01","8.368","90.09","1499725620"
"d500000c-01","8.337","89.45","1499725800"
"d500000c-01","8.392","90.59","1499725980"
"d500000c-01","8.38","90.34","1499726160"
"d500000c-01","8.298","88.65","1499726340"
"d500000c-01","8.345","89.62","1499726520"
"d500000c-01","8.349","89.7","1499726700"
"d500000c-01","8.353","89.78","1499726880"
"d500000c-01","8.361","89.95","1499727060"
"d500000c-01","8.384","90.42","1499727240"
"d500000c-01","8.4","90.75","1499727420"
"d500000c-01","8.368","90.09","1499727600"
"d500000c-01","8.361","89.95","1499727780"
"d500000c-01","8.423","91.22","1499727960"
"d500000c-01","8.4","90.75","1499728140"
"d500000c-01","8.392","90.59","1499728320"
"d500000c-01","8.4","90.75","1499728500"
"d500000c-01","8.4","90.75","1499728680"
"d500000c-01","8.384","90.42","1499728860"
"d500000c-01","8.388","90.5","1499729040"
"d500000c-01","8.463","92.05","1499729220"
"d500000c-01","8.478","92.36","1499729400"
"d500000c-01","8.431","91.39","1499729580"
"d500000c-01","8.412","91","1499729760"
"d500000c-01","8.384","90.42","1499729940"
"d500000c-01","8.427","91.31","1499730120"
"d500000c-01","8.423","91.22","1499730300"
"d500000c-01","8.455","91.88","1499730480"
"d500000c-01","8.463","92.05","1499730660"
"d500000c-01","8.408","90.92","1499730840"
"d500000c-01","8.439","91.55","1499731020"
"d500000c-01","8.412","91","1499731200"
"d500000c-01","8.4","90.75","1499731380"
"d500000c-01","8.447","91.72","1499731560"
"d500000c-01","8.392","90.59","1499731740"
"d500000c-01","8.368","90.09","1499731920"
"d500000c-01","8.384","90.42","1499732100"
"d500000c-01","8.384","90.42","1499732280"
"d500000c-01","8.384","90.42","1499732460"
"d500000c-01","8.443","91.64","1499732640"
"d500000c-01","8.412","91","1499732820"
"d500000c-01","8.443","91.64","1499733000"
"d500000c-01","8.412","91","1499733180"
"d500000c-01","8.435","91.47","1499733360"
"d500000c-01","8.419","91.14","1499733540"
"d500000c-01","8.404","90.83","1499733720"
"d500000c-01","8.447","91.72","1499733900"
"d500000c-01","8.447","91.72","1499734080"
"d500000c-01","8.443","91.64","1499734260"
"d500000c-01","8.38","90.34","1499734440"
"d500000c-01","8.427","91.31","1499734620"
"d500000c-01","8.368","90.09","1499734800"
"d500000c-01","8.474","92.28","1499734980"
"d500000c-01","8.427","91.31","1499735160"
"d500000c-01","8.423","91.22","1499735340"
"d500000c-01","8.447","91.72","1499735520"
"d500000c-01","8.435","91.47","1499735700"
"d500000c-01","8.482","92.44","1499735880"
"d500000c-01","8.404","90.83","1499736060"
"d500000c-01","8.423","91.22","1499736240"
"d500000c-01","8.423","91.22","1499736420"
"d500000c-01","8.431","91.39","1499736600"
"d500000c-01","8.412","91","1499736780"
"d500000c-01","8.404","90.83","1499736960"
"d500000c-01","8.486","92.52","1499737140"
"d500000c-01","8.443","91.64","1499737320"
"d500000c-01","8.451","91.8","1499737500"
"d500000c-01","8.372","90.17","1499737680"
"d500000c-01","8.412","91","1499737860"
"d500000c-01","8.494","92.69","1499738040"
"d500000c-01","8.439","91.55","1499738220"
"d500000c-01","8.494","92.69","1499738400"
"d500000c-01","8.459","91.97","1499738580"
"d500000c-01","8.459","91.97","1499738760"
"d500000c-01","8.435","91.47","1499738940"
"d500000c-01","8.463","92.05","1499739120"
"d500000c-01","8.455","91.88","1499739300"
"d500000c-01","8.439","91.55","1499739480"
"d500000c-01","8.451","91.8","1499739660"
"d500000c-01","8.419","91.14","1499739840"
"d500000c-01","8.463","92.05","1499740020"
"d500000c-01","8.439","91.55","1499740200"
"d500000c-01","8.443","91.64","1499740380"
"d500000c-01","8.466","92.11","1499740560"
"d500000c-01","8.392","90.59","1499740740"
"d500000c-01","8.396","90.67","1499740920"
"d500000c-01","8.529","93.41","1499741100"
"d500000c-01","8.427","91.31","1499741280"
"d500000c-01","8.416","91.08","1499741460"
"d500000c-01","8.408","90.92","1499741640"
"d500000c-01","8.455","91.88","1499741820"
"d500000c-01","8.392","90.59","1499742000"
"d500000c-01","8.431","91.39","1499742180"
"d500000c-01","8.384","90.42","1499742360"
"d500000c-01","8.439","91.55","1499742540"
"d500000c-01","8.459","91.97","1499742720"
"d500000c-01","8.435","91.47","1499742900"
"d500000c-01","8.459","91.97","1499743080"
"d500000c-01","8.396","90.67","1499743260"
"d500000c-01","8.423","91.22","1499743440"
"d500000c-01","8.478","92.36","1499743620"
"d500000c-01","8.463","92.05","1499743800"
"d500000c-01","8.392","90.59","1499743980"
"d500000c-01","8.384","90.42","1499744160"
"d500000c-01","8.372","90.17","1499744340"
"d500000c-01","8.361","89.95","1499744520"
"d500000c-01","8.392","90.59","1499744700"
"d500000c-01","8.372","90.17","1499744880"
"d500000c-01","8.412","91","1499745060"
"d500000c-01","8.388","90.5","1499745240"
"d500000c-01","8.408","90.92","1499745420"
"d500000c-01","8.404","90.83","1499745600"
"d500000c-01","8.423","91.22","1499745780"
"d500000c-01","8.412","91","1499745960"
"d500000c-01","8.431","91.39","1499746140"
"d500000c-01","8.427","91.31","1499746320"
"d500000c-01","8.482","92.44","1499746500"
"d500000c-01","8.498","92.77","1499746680"
"d500000c-01","8.431","91.39","1499746860"
"d500000c-01","8.435","91.47","1499747040"
"d500000c-01","8.388","90.5","1499747220"
"d500000c-01","8.459","91.97","1499747400"
"d500000c-01","8.49","92.61","1499747580"
"d500000c-01","8.384","90.42","1499747760"
"d500000c-01","8.396","90.67","1499747940"
"d500000c-01","8.478","92.36","1499748120"
"d500000c-01","8.439","91.55","1499748300"
"d500000c-01","8.474","92.28","1499748480"
